Data_Year,ID,Property_Name,Address,Energy_Rating,Property_Type,Floor_Area,Water_Use (kGal),Electricity_Use(kBtu),Natural_Gas_Use(kBtu),Total_GHG_Emissions(Metric Tons CO2e),GHG_Intensity(kg CO2e/sq ft),Latitude,Longitude,Location,Wards,Community_Area
2020,160388,EnV Chicago,161 W Kinzie St,3.0,Multifamily Housing,462099,4914.7,11385792,9560400,2284.8,5.8,41.888847,-87.63364,"(41.888847, -87.63364)",36,37
2017,103310,Marshall Field Garden Apartment Homes,1336 1352 N SEDGWICK ST,40,Multifamily Housing,583000,141.6,6096674,30842192,2765.4,4.7,41.972683,-87.65495,"(41.972683, -87.65495)",46,37
2020,251480,Morton Elementary Career Academy - CPS,431 N Troy St,4.0,K-12 School,71504,4288.3,1522625.5,218217.5,237.6,3.3,41.871033,-87.73349,"(41.871033, -87.73349)",46,24
2020,160381,Jones Chicago,220 W Illinois St,4.0,Multifamily Housing,168947,6977.6,1656311.9,4687400,507.5,3,41.890804,-87.63481,"(41.890804, -87.63481)",36,37
2017,160383,Cambridge Manor,2631 S Indiana Ave,57,Multifamily Housing,247000,2547.7,4326843,16592155,1681.3,6.8,41.86412,-87.639885,"(41.86412, -87.639885)",10,1
2020,251475,"Belding Elementary, Hiram H - CPS",4257 N Tripp Ave,4.0,K-12 School,69480,3075.6,145879.2,3698130.2,219.2,3.2,41.810013,-87.64727,"(41.810013, -87.64727)",38,16
2020,250142,850 W Jackson Blvd,850 W Jackson Blvd,2.5,Office,106056,5448.7,9902473.6,227847.0,1545.5,14.6,41.878166,-87.649254,"(41.878166, -87.649254)",26,29
2020,251476,Jensen Scholastic Academy - CPS,3024 W Harrison,4.0,K-12 School,64440,2530.5,1242003.7,2721930.2,338.4,5.3,41.873768,-87.7016,"(41.873768, -87.7016)",23,28
2016,252323,Paul G. Stewart Apartments Phase III,401 E Bowen Ave,16,Multifamily Housing,165306,8998.1,7832812.4,1885069.8,1543.9,9.3,41.922012,-87.65462,"(41.922012, -87.65462)",9,4
2020,254984,ONE 333,1333 S WABASH AVE,1.0,Multifamily Housing,280179,1826.7,10448198.9,11913532.3,2263.4,8.5,41.864635,-87.6257,"(41.864635, -87.6257)",9,34
2015,250141,180 North Wacker,180 N Wacker Dr,77,Office,70909,6883.0,7512548,2100953.7,1509,21.3,41.87827,-87.64809,"(41.87827, -87.64809)",36,38
2018,251477,Wadsworth-CPS,6420 S University Ave,4.0,K-12 School,125424,341,914464.5,4507301.1,391.5,3.1,41.77843,-87.598206,"(41.77843, -87.598206)",4,9
2019,254987,1325 N WELLS ST,1325 N WELLS ST,3.0,Multifamily Housing,50121,4816.2,868354,2710589.4,288.4,5.8,41.77034,-87.63724,"(41.77034, -87.63724)",11,37
2020,250140,Page Building,177 N State St,2.0,Office,53053,8686.9,6663632.4,49931.2,1042.6,19.7,41.906868,-87.73218,"(41.906868, -87.73218)",36,38
2020,251478,Andrew Jackson Language Academy - CPS,1340 W Harrison St,2.5,K-12 School,74135,7400.2,1668934.4,5310290.1,542.5,7.3,41.87478,-87.661064,"(41.87478, -87.661064)",23,29
2020,254981,MiCA,2733 W BELDEN AVE,2.5,Multifamily Housing,214966,5131.4,6177449.7,6800020.2,1325.3,6.5,41.922882,-87.69612,"(41.922882, -87.69612)",41,23
2020,250146,223 Jackson Brooks Building LLC,223 W Jackson Blvd,2.5,Office,167574,5570.8,10947453.1,4110504.7,1926.9,11.5,41.877884,-87.63479,"(41.877884, -87.63479)",36,38
2020,250145,180 N Wabash Ave,180 N Wabash Ave,1.5,Office,162202,3439.5,9358751.2,9302126.8,1954.7,12.1,41.793755,-87.58322,"(41.793755, -87.58322)",36,38
2020,252320,Newberry Park Apartments,1353 & 1357 S Blue Island Ave,3.5,Multifamily Housing,101401,1197.3,1863098.4,6251316.7,628.4,6.2,41.864185,-87.65573,"(41.864185, -87.65573)",26,29
2017,175878,Tailor Lofts,310 S PEORIA ST,46,Multifamily Housing,188100,1468.9,10308085,4463305,2143,11.4,41.970306,-87.65058,"(41.970306, -87.65058)",26,29
2020,102455,Charles M. Harper Cetner (Booth School),5807 S Woodlawn Ave,100,College/University,484154,9116.6,23260064.4,231890,4903.3,11.7,41.886078,-87.63304,"(41.886078, -87.63304)",33,8
2020,251479,"Bridge Elementary, Norman -CPS",3800 N New England Ave,4.0,K-12 School,126934,9548.3,1506620.3,3621379.9,427.5,3.4,41.94967,-87.79939,"(41.94967, -87.79939)",19,17
2016,252326,6200-42 N Hoyne,6200-42 N Hoyne Ave,85,Multifamily Housing,165250,4745.1,2767234.4,12941196.7,1197.4,7.2,41.92385,-87.63654,"(41.92385, -87.63654)",27,20
2020,254989,Depaul University Holtschneider Performance Center,2330 N HALSTED ST,2.0,Performing Arts,242343,8547.2,5284864,14042348.6,1570.7,8.5,41.924164,-87.64879,"(41.924164, -87.64879)",34,68
2016,105983,1330 N. Dearborn Apartments,1330  N DEARBORN ST,19,Multifamily Housing,72900,3655.2,1844684.2,4531739.4,580.7,8,41.871033,-87.73349,"(41.871033, -87.73349)",46,37
2020,160373,Hubbard Place Apartments,360 W Hubbard St,4.0,Multifamily Housing,686958,4792.6,13635950.2,19413967.5,3159.3,6.3,41.890427,-87.63864,"(41.890427, -87.63864)",36,37
2020,160375,77 West Huron Street,77 W Huron St,2.0,Multifamily Housing,383817,9458.0,9194951,15955922,2282.5,7.3,41.894623,-87.63071,"(41.894623, -87.63071)",36,37
2021,251492,Attucks -CPS,5055 S State St,61,K-12 School,62986,5549.0,8749987.3,7974484.6,9472.0,36.6,41.802223,-87.6251,"(41.802223, -87.6251)",9,4
2020,160370,Granville Court Condominiums,2025 W Granville Ave,1.5,Multifamily Housing,270000,7319.3,4222244,21930749.4,1823.8,7.9,41.873993,-87.65168,"(41.873993, -87.65168)",24,20
2020,250161,Northwest Armory,1551 N Kedzie Ave,2.0,Other,204256,4826.3,5094954.9,13261425.5,1499.5,7.3,41.90927,-87.70693,"(41.90927, -87.70693)",49,25
2020,160372,AMLI River North,71 W Hubbard St,2.5,Multifamily Housing,558894,1777.1,14866830.8,15069156.3,3120.7,6.9,41.890022,-87.63035,"(41.890022, -87.63035)",36,37
2020,117948,Symphony of Chicago West,5130  W JACKSON BLVD,1.0,Senior Living Community,139114,928.4,5923255.5,13827899.7,1658.9,15,41.880394,-87.75827,"(41.880394, -87.75827)",23,26
2020,252333,Morningside Court,1250 W Morse Ave,1.5,Multifamily Housing,154059,5882.9,2936500.2,12194569.8,1106,8,42.007988,-87.663574,"(42.007988, -87.663574)",5,10
2018,254512,NEXT,347 W Chestnut St,3.5,Multifamily Housing,417000,7899,10769735.7,12946199.7,2479.3,5.9,41.680508,-87.66246,"(41.680508, -87.66246)",11,37
2020,251487,Corkery Elementary -CPS,2510 S Kildare Ave,2.0,K-12 School,71668,9672.5,1884570.7,7247530,679.1,9.5,41.883194,-87.628685,"(41.883194, -87.628685)",28,32
2020,251488,Esmond Elementary -CPS,1865 W Montvale Ave,2.5,K-12 School,53700,7376.6,763518.4,5371580.2,404.5,7.5,41.90886,-87.63195,"(41.90886, -87.63195)",42,74
2020,254997,Linkt Apartments,830 N MILWAUKEE AVE,4.0,Multifamily Housing,63568,3508.9,1389504.1,1385407.7,290.4,5.4,41.897003,-87.65667,"(41.897003, -87.65667)",46,25
2020,124236,830 N Michigan Ave,830 N Michigan Ave,2.0,Enclosed Mall,126000,9105.6,9641994.5,6076124.3,1504.8,11.9,41.802303,-87.6025,"(41.802303, -87.6025)",36,37
2019,173687,324  N JEFFERSON ST,324  N JEFFERSON ST,4.0,Multifamily Housing,50500,2763.0,754908.4,1321385.4,195.8,3.9,41.883213,-87.643364,"(41.883213, -87.643364)",36,29
2020,251482,Ruiz Elementary - CPS,2410 S Leavitt St,2.0,K-12 School,80217,155.8,3126138.6,2945080,644.3,8,41.847954,-87.681244,"(41.847954, -87.681244)",26,33
2021,251485,Emmet Elementary -CPS,5500 W Madison St,76,K-12 School,79800,7781.7,6389638.5,7799021.0,27282.0,28.4,41.880905,-87.76377,"(41.880905, -87.76377)",7,26
2018,254993,400 West Huron Condominium Association,400 W HURON ST,1.0,Multifamily Housing,78253,1542,4526519.6,7535867.1,1153.3,14.7,41.89474,-87.63874,"(41.89474, -87.63874)",36,37
2021,173683,676 La Salle Building,676 N LaSalle St,0.0,Office,61000,9159.6,999246.1,6311641.9,4046.2,68.3,41.89455,-87.6327,"(41.89455, -87.6327)",36,37
2017,103312,199 East Lake Shore Drive,199  E LAKE SHORE DR,30,Multifamily Housing,62000,9648.8,2302141,4918700,686.9,11.1,41.895794,-87.62248,"(41.895794, -87.62248)",11,37
2018,103315,230 East Ontario Condominium Association,230  E ONTARIO ST,2.0,Multifamily Housing,163000,5877,4040367.6,8904402.8,1145.1,7,41.895794,-87.62248,"(41.895794, -87.62248)",11,37
2020,103798,Federal Railroad Retirement Board,844 W Rush St,76,Office,383007,8235.9,13087596,18582911.7,3029.6,7.9,41.795612,-87.59892,"(41.795612, -87.59892)",36,37
2020,103317,33 East Cedar Condominium Association,27 39 E CEDAR ST,4.0,Multifamily Housing,184432,9291.1,2042945.2,7805602.5,733.4,4.5,41.780464,-87.60531,"(41.780464, -87.60531)",11,37
2017,113591,1200 Condominium Association,1200 N LAKE SHORE DR,98,Multifamily Housing,96384,8554.2,1709910,7074608,691.9,7.2,41.90375,-87.63559,"(41.90375, -87.63559)",46,37
2020,157159,The Maxwell,1100 S Canal St,4.0,Strip Mall,430159,3268.2,14331570.3,3762035.7,2436.5,10.1,41.8697,-87.63965,"(41.8697, -87.63965)",26,29
2020,242586,250 270 Pearson,250 270 E Pearson St,4.0,Multifamily Housing,734270,6847.9,16811241.5,20290709.1,3701.5,6,41.897896,-87.618805,"(41.897896, -87.618805)",11,37
2020,101199,DuSable Campus -CPS,4934 S Wabash Ave,4.0,K-12 School,410375,5220.7,4913102.8,23747330.9,2028.1,4.9,41.804024,-87.62487,"(41.804024, -87.62487)",9,4
2018,175818,Hotel Lincoln,1816  N CLARK ST,3.5,Hotel,150000,6061,5811202.4,5640020.7,1266.3,8.4,41.922012,-87.65462,"(41.922012, -87.65462)",34,68
2020,254567,Moment Chicago,545 McClurg Ct,3.5,Multifamily Housing,862592,978.9,20604686.1,10613619.9,3779.5,5.2,41.706604,-87.647064,"(41.706604, -87.647064)",36,37
2020,256746,Englewood STEM High School,6835 S Normal Blvd,4.0,K-12 School,160000,9219.2,2690142.7,4336410.3,650.2,4.1,41.769844,-87.64316,"(41.769844, -87.64316)",32,66
2017,118872,N001845-CHICAGO BRICKYARD,2630 N NARRAGANSETT AVE,18,Retail Store,116483,2801.7,8709444,1395209,1684.4,14.5,41.71459,-87.68148,"(41.71459, -87.68148)",44,19
2020,254569,Aurelien,833 N Clark St,3.0,Multifamily Housing,386150,8027.6,10812768,11230698.6,2284.1,5.9,41.90412,-87.631424,"(41.90412, -87.631424)",11,37
2020,254568,Madison Aberdeen,20 22 N Aberdeen St,4.0,Multifamily Housing,94491,5160.6,2855613,956181.7,496.5,5.9,41.975525,-87.69722,"(41.975525, -87.69722)",26,29
2020,173632,The Chicago Building,7 W Madison St,3.0,Residence Hall/Dormitory,104965,6537.1,2554315,5914599.6,793.8,7.6,41.88201,-87.62822,"(41.88201, -87.62822)",36,38
2020,172786,The Woodlands of Bronzeville Condominium Association,619 645 E WOODLAND PARK,1.5,Multifamily Housing,101941,5097.3,6470830.2,3090812.5,1174.1,11.5,41.845505,-87.630554,"(41.845505, -87.630554)",48,35
2018,172787,Lake Meadows 3,3420  S COTTAGE GROVE AVE,1.5,Multifamily Housing,107500,7609.9,1051165.5,12797502.9,854.6,7.9,41.845505,-87.630554,"(41.845505, -87.630554)",48,35
2018,175813,The Mark Condominium Association,4260  N BROADWAY ST,4.0,Multifamily Housing,125000,2096,1398812.5,2161987.3,347.5,2.8,41.95402,-87.662025,"(41.95402, -87.662025)",18,57
2017,172788,Lake Meadows 4,3440  S COTTAGE GROVE AVE,96,Multifamily Housing,107500,1243.5,881306,12104646,805.9,7.5,41.845505,-87.630554,"(41.845505, -87.630554)",48,35
2016,254564,Merrimac Square,6530 W Irving Park Rd,60,Multifamily Housing,71000,571.3,1252962.8,6405104.9,571.2,8,41.938316,-87.78904,"(41.938316, -87.78904)",44,17
2016,173630,Felix Hotel,111  W HURON ST,44,Hotel,140000,6559.7,6750781.9,636387.2,1278.1,9.1,41.891983,-87.63699,"(41.891983, -87.63699)",36,37
2018,157161,909 W. Washington Condominium Association,909 W WASHINGTON BLVD,4.0,Multifamily Housing,214000,4657,4288205,8231495.4,1150.6,5.4,41.88284,-87.650314,"(41.88284, -87.650314)",26,29
2020,157165,Las Americas Apartments,1611 S Racine Ave,4.0,Multifamily Housing,123500,4792.5,2727924.7,8223429.7,862.5,7,41.88712,-87.656815,"(41.88712, -87.656815)",26,33
2020,175808,Romanian Village,5161  N ASHLAND AVE,1.0,Multifamily Housing,70000,1084.2,1276108.4,5671203.4,500.4,7.1,41.976578,-87.6701,"(41.976578, -87.6701)",18,31
2020,230101,Tiara Homeowners Association,6145 6147 N SHERIDAN RD,4.0,Multifamily Housing,261305,6779.4,7010212.7,3151838.5,1094.1,5.1,41.993557,-87.65487,"(41.993557, -87.65487)",16,76
2020,254573,Mercy Family Health Center at Oakwood Shores,3753 3755 S Cottage Grove Ave,3.5,Multifamily Housing,73000,6363.5,2632362.6,3509450.4,597.2,8.2,41.815712,-87.61826,"(41.815712, -87.61826)",9,4
2020,125148,Shop & Save Market - Archer,5829 S Archer Ave,2.0,Supermarket/Grocery Store,67169,5636.2,8378363.9,7167984.8,1688.3,25.1,41.79566,-87.75923,"(41.79566, -87.75923)",6,53
2018,172771,Harrison Street Lofts Condominium Association,80  W HARRISON ST,2.0,Multifamily Housing,142500,2455,3013765,6295433.4,835.8,5.9,41.868633,-87.627304,"(41.868633, -87.627304)",10,38
2018,104226,606 West Cornelia LLC,606 620 W CORNELIA AVE,4.0,Multifamily Housing,72700,1217,968530.3,4526301.8,401.5,5.5,41.93985,-87.65845,"(41.93985, -87.65845)",25,57
2020,160319,500 Lake Shore Drive,500 N Lake Shore Dr,4.0,Multifamily Housing,892542,4754.8,17116608.6,18412721,3649.4,5.1,41.89336,-87.63899,"(41.89336, -87.63899)",36,37
2020,160349,AMLI Lofts,850 S CLARK ST,4.0,Multifamily Housing,243432,735.7,4767307.9,4509465.7,983.5,4.9,41.89817,-87.63174,"(41.89817, -87.63174)",11,37
2020,160345,Lake View Towers Apartments,4550 N Clarendon Ave,4.0,Multifamily Housing,554253,1115.3,9154361.4,35818543.9,3331.2,7.4,41.965004,-87.65054,"(41.965004, -87.65054)",39,31
2017,105533,Fairfield Hall-ID#105533,6228 6240 N WINTHROP AVE,53,Residence Hall/Dormitory,56200,3523.6,1011387,3123729,352.9,6.3,41.810013,-87.64727,"(41.810013, -87.64727)",16,76
2020,244747,Lancaster Condo Association,201 N Westshore Dr,3.0,Multifamily Housing,434100,8639.1,9047089.1,18188518,2378.1,7.4,41.845505,-87.630554,"(41.845505, -87.630554)",36,38
2020,173658,212 W Superior St,210 222 W Superior St,4.0,Office,92454,2779.5,1836113.3,2745060.1,432.4,4.7,41.89562,-87.63484,"(41.89562, -87.63484)",36,37
2016,118850,Wentworth Commons,11045  S WENTWORTH,26,Multifamily Housing,68500,9706.9,1785567.8,2536168.6,463.8,6.8,41.69755,-87.61478,"(41.69755, -87.61478)",43,45
2016,115341,4880 Marine Drive Condominium,4880  N MARINE DR,97,Multifamily Housing,70625,1857.0,1365898,6240635.1,583.2,8.3,41.97223,-87.6646,"(41.97223, -87.6646)",18,31
2020,173655,ACME Hotel Company,15 E Ohio St,4.0,Hotel,80000,8077.0,2410888,1471809.2,454.4,5.7,41.780464,-87.60531,"(41.780464, -87.60531)",36,37
2020,175834,Central Arts Building,730 N Franklin St,4.0,Office,101235,7463.2,2258883.9,2395914.9,479.8,4.7,41.7398,-87.653496,"(41.7398, -87.653496)",36,37
2017,137570,EuroFurniture,2145 W Grand Ave,52,Retail Store,68000,862.1,548986,2424669,230.3,3.4,41.89053,-87.68113,"(41.89053, -87.68113)",49,25
2020,256729,Robert J. Richardson Middle School,6018 S Karlov Avenue,4.0,K-12 School,135212,366.0,2152998.3,1809670.1,432.1,3.2,41.782684,-87.69868,"(41.782684, -87.69868)",2,64
2020,256727,The Jax,1220 W. Jackson Blvd,3.5,Multifamily Housing,129646,2238.0,2618273.3,6713600.3,765.2,5.9,41.88425,-87.63245,"(41.88425, -87.63245)",36,38
2020,101185,Digital Lakeside,350 E Cermak,1.0,Data Center,1262150,7949.9,987573211,94103.7,173705.5,142.1,41.853687,-87.61836,"(41.853687, -87.61836)",9,34
2020,160330,Pullman Wheelworks Apartments,901 E 104th St,3.0,Multifamily Housing,294300,4592.9,7149211.8,6271515.1,1448.9,4.9,41.70541,-87.602264,"(41.70541, -87.602264)",43,47
2020,244758,Americana Towers Condominium,1636 N Wells St,2.0,Multifamily Housing,437588,6419.0,9632110.1,21602540.1,2650.7,7.5,41.912273,-87.63549,"(41.912273, -87.63549)",11,68
2020,256733,Michael M Byrne Elementary School,5329 S Oak Park Avenue,3.5,K-12 School,78340,5328.6,1634300.3,2088510.1,366,4.7,41.975525,-87.8018,"(41.975525, -87.8018)",29,36
2020,256731,Richard Henry Lee Elementary School,6448 S Tripp Avenue,1.0,K-12 School,56882,6274.2,2145363.7,2520470,468.7,8.2,41.782684,-87.69868,"(41.782684, -87.69868)",2,64
2018,175824,Drexel - Avanath,6140  S DREXEL AVE,4.0,Multifamily Housing,86000,8182,2021620.2,2129586.4,449.4,5.2,41.780464,-87.60531,"(41.780464, -87.60531)",4,9
2018,104206,Malden Property LLC,4501 4519 N MALDEN ST,4.0,Multifamily Housing,78709,3741,1841725.9,2214005.4,424,5.4,41.789566,-87.58709,"(41.789566, -87.58709)",18,31
2017,105478,6230 N Kenmore,6230 6236 N KENMORE AVE,73,Multifamily Housing,135000,3042.6,1651787,8197632,740.8,5.5,41.990902,-87.66661,"(41.990902, -87.66661)",16,76
2020,161181,"Moody Bible Institute, Crowell Hall",820 N LaSalle St,1.0,College/University,102928,3578.1,5440121.6,10400641.4,1401.5,13.6,41.897346,-87.63307,"(41.897346, -87.63307)",11,37
2016,174002,Greenwood Place,1111 1135 E 87TH ST,46,Medical Office,61849,2702.1,1558035.2,2383800.1,413.8,6.7,41.94929,-87.64692,"(41.94929, -87.64692)",35,43
2020,231486,Waterford Condominium,4170 N Marine Dr,3.0,Multifamily Housing,437780,4361.1,14186820,8062745.2,2642.4,7.9,41.706604,-87.647064,"(41.706604, -87.647064)",39,31
2017,105484,The Pines of Edgewater I - 5220-5224 N Kenmore,5220 5224 N KENMORE AVE,66,Multifamily Housing,51008,3824.2,1722558,854157,363.9,7.1,41.97223,-87.6646,"(41.97223, -87.6646)",18,31
2018,130442,210-220 N Green,210 N GREEN ST,4.0,Office,92741,1659,5331891.5,133300,894.1,9.6,41.90375,-87.63559,"(41.90375, -87.63559)",46,29
2020,133957,Capitol Hill Lofts,625 631 W JACKSON BLVD,4.0,Multifamily Housing,145000,1715.9,2366931.7,3807691.1,571.7,4.8,41.877457,-87.635735,"(41.877457, -87.635735)",36,29
2018,172298,CAIII Condominium Association (122-134 S. Aberdeen and 1100 W. Adams),122-134 S Aberdeen St,4.0,Multifamily Housing,120000,1571,1639626.4,3986522.9,484.5,4,41.87921,-87.65674,"(41.87921, -87.65674)",26,29
2020,242162,The Caravel,635 N Dearborn St,3.5,Multifamily Housing,271000,3915.6,3868904.7,12472400.1,1266.3,6,41.71459,-87.68148,"(41.71459, -87.68148)",36,37
2020,120614,Gateway to West Loop,16 - 40 S Halsted St,3.5,Supermarket/Grocery Store,193862,5346.2,13665091,6905452,2499.5,26.1,41.88105,-87.647385,"(41.88105, -87.647385)",46,29
2020,175320,Holland Apartments,240 W 107th Pl,4.0,Multifamily Housing,59000,2197.4,100587.5,2827780.9,165.9,2.8,41.840508,-87.6162,"(41.840508, -87.6162)",43,45
2017,105454,530 West Arlington Place,530  W ARLINGTON PL,100,Multifamily Housing,68136,7685.1,845446,2891678,309.9,4.5,41.922012,-87.65462,"(41.922012, -87.65462)",34,68
2018,101090,Spring Grove Apartments,4554  S DREXEL BLVD,3.5,Multifamily Housing,89084,4110,1608887.7,7172679.6,648.6,7.3,41.88696,-87.623055,"(41.88696, -87.623055)",10,4
2020,254105,Clinton Complex Condominium Association,500 S Clinton St,4.0,Multifamily Housing,358743,3401.5,3006326.7,11903446.7,1101.4,3.3,41.87513,-87.64101,"(41.87513, -87.64101)",26,29
2021,256769,The Hampdens,2773 N HAMPDEN CT,2.0,Multifamily Housing,100500,4525.7,2920979.1,3688983.2,613.1,6.1,41.922466,-87.65477,"(41.922466, -87.65477)",34,68
2016,254107,Columbus on the Park Condominium,811 S Lytle St,16,Multifamily Housing,193497,8448.9,3620381.1,5465540.1,957.6,4.9,41.874294,-87.65018,"(41.874294, -87.65018)",48,29
2017,254101,3400 Lake Shore Drive Condominium,3400 N Lake Shore Dr,65,Multifamily Housing,193567,4191.4,3515063,7476164,1047,5.4,41.939857,-87.65846,"(41.939857, -87.65846)",25,57
2018,175358,"Hunter Properties, Inc. (2232 W. Farwell Ave.)",2232  W FARWELL AVE,1.5,Multifamily Housing,50592,2107,461954.1,4748841.2,329.1,6.5,41.906868,-87.73218,"(41.906868, -87.73218)",27,20
2020,244791,The Chandler at Lakeshore East,450 E Waterside Dr,4.0,Multifamily Housing,572886,509.0,7964820.7,24370678.8,2537.5,6,41.88716,-87.615364,"(41.88716, -87.615364)",36,38
2016,254109,South Commons - 2901 S Michigan,2901 S Michigan Ave,19,Multifamily Housing,182246,6140.2,3158535.8,17010259.2,1485.7,8.2,41.879112,-87.646515,"(41.879112, -87.646515)",9,35
2021,256782,110 North Wacker Drive - Bank of America Tower,110 N WACKER DR,3.5,Office,1770000,2841.2,59473070.7,0,8494.3,4.9,41.8816,-87.63676,"(41.8816, -87.63676)",36,38
2021,256780,Norweta Apartments - 2611 N Hermitage,2611 N HERMITAGE AVE,4.0,Multifamily Housing,116763,3971.3,1702032.9,3192657.1,412.7,3.9,41.922466,-87.65477,"(41.922466, -87.65477)",34,68
2020,244318,The Edge Lofts & Tower Condominium Association,210 S Des Plaines St,1.0,Multifamily Housing,353135,9758.4,8998699.6,18600712.2,2392.4,10.1,41.878944,-87.644455,"(41.878944, -87.644455)",36,29
2020,254115,Archer Building Lofts Condominium Association,2301 15 S Archer Ave,4.0,Multifamily Housing,130250,4418.5,1874375.4,3429199.6,474.7,4.8,41.845505,-87.630554,"(41.845505, -87.630554)",36,38
2020,254114,Town Hall,3600 N Halsted St,3.0,Multifamily Housing,92072,529.4,2420053.4,3629789.8,570.5,6.2,41.947403,-87.64964,"(41.947403, -87.64964)",25,57
2018,254113,Forty East Delaware Place Condominium Association,40 E Delaware Pl,1.0,Multifamily Housing,136000,3626,6165668.2,1704083.4,1116.3,8.2,41.899208,-87.62729,"(41.899208, -87.62729)",36,37
2020,174498,Trio Tower,670 W Wayman St,4.0,Multifamily Housing,324946,1578.7,4967561.7,8928179.8,1249.5,4.5,41.88749,-87.645,"(41.88749, -87.645)",36,29
2020,175347,Much-Musikantow Co.,8001 - 8007 S Cottage Grove Ave,4.0,Other - Public Services,117032,8691.2,277905,1084180.6,101,1.9,41.74909,-87.60477,"(41.74909, -87.60477)",35,40
2017,175346,Shops and Lofts at 47,4700  S COTTAGE GROVE AVE,79,Multifamily Housing,201415,8232.5,6534990,4993166,1473.5,7.3,41.802242,-87.603325,"(41.802242, -87.603325)",33,8
2020,231019,Aqua,225 N Columbus Dr,1.0,Multifamily Housing,1668187,8913.0,30768518.2,152388451.9,12896.1,10,41.886562,-87.62005,"(41.886562, -87.62005)",36,38
2020,242188,Sterling Private Residences,345 N LaSalle St,1.5,Multifamily Housing,709000,1890.9,14392000.5,33757557.1,4039.2,8,41.888412,-87.63246,"(41.888412, -87.63246)",36,37
2020,160286,Rosenwald Courts,4643 S Wabash,3.5,Multifamily Housing,214622,5769.7,8078911.4,2116907.8,1373.3,6.4,41.81028,-87.62441,"(41.81028, -87.62441)",9,4
